"macro_name","body"
"BZPOPMAX_Tips","#define BZPOPMAX_Tips NULL"
"BZPOPMIN_Tips","#define BZPOPMIN_Tips NULL"
"ZADD_Tips","#define ZADD_Tips NULL"
"ZCARD_History","#define ZCARD_History NULL"
"ZCARD_Tips","#define ZCARD_Tips NULL"
"ZCOUNT_History","#define ZCOUNT_History NULL"
"ZCOUNT_Tips","#define ZCOUNT_Tips NULL"
"ZDIFF_History","#define ZDIFF_History NULL"
"ZDIFF_Tips","#define ZDIFF_Tips NULL"
"ZDIFFSTORE_History","#define ZDIFFSTORE_History NULL"
"ZDIFFSTORE_Tips","#define ZDIFFSTORE_Tips NULL"
"ZINCRBY_History","#define ZINCRBY_History NULL"
"ZINCRBY_Tips","#define ZINCRBY_Tips NULL"
"ZINTER_History","#define ZINTER_History NULL"
"ZINTER_Tips","#define ZINTER_Tips NULL"
"ZINTERCARD_History","#define ZINTERCARD_History NULL"
"ZINTERCARD_Tips","#define ZINTERCARD_Tips NULL"
"ZINTERSTORE_History","#define ZINTERSTORE_History NULL"
"ZINTERSTORE_Tips","#define ZINTERSTORE_Tips NULL"
"ZLEXCOUNT_History","#define ZLEXCOUNT_History NULL"
"ZLEXCOUNT_Tips","#define ZLEXCOUNT_Tips NULL"
"ZMPOP_History","#define ZMPOP_History NULL"
"ZMPOP_Tips","#define ZMPOP_Tips NULL"
"ZMSCORE_History","#define ZMSCORE_History NULL"
"ZMSCORE_Tips","#define ZMSCORE_Tips NULL"
"ZPOPMAX_History","#define ZPOPMAX_History NULL"
"ZPOPMAX_Tips","#define ZPOPMAX_Tips NULL"
"ZPOPMIN_History","#define ZPOPMIN_History NULL"
"ZPOPMIN_Tips","#define ZPOPMIN_Tips NULL"
"ZRANDMEMBER_History","#define ZRANDMEMBER_History NULL"
"ZRANGE_Tips","#define ZRANGE_Tips NULL"
"ZRANGEBYLEX_History","#define ZRANGEBYLEX_History NULL"
"ZRANGEBYLEX_Tips","#define ZRANGEBYLEX_Tips NULL"
"ZRANGEBYSCORE_Tips","#define ZRANGEBYSCORE_Tips NULL"
"ZRANGESTORE_History","#define ZRANGESTORE_History NULL"
"ZRANGESTORE_Tips","#define ZRANGESTORE_Tips NULL"
"ZRANK_Tips","#define ZRANK_Tips NULL"
"ZREM_Tips","#define ZREM_Tips NULL"
"ZREMRANGEBYLEX_History","#define ZREMRANGEBYLEX_History NULL"
"ZREMRANGEBYLEX_Tips","#define ZREMRANGEBYLEX_Tips NULL"
"ZREMRANGEBYRANK_History","#define ZREMRANGEBYRANK_History NULL"
"ZREMRANGEBYRANK_Tips","#define ZREMRANGEBYRANK_Tips NULL"
"ZREMRANGEBYSCORE_History","#define ZREMRANGEBYSCORE_History NULL"
"ZREMRANGEBYSCORE_Tips","#define ZREMRANGEBYSCORE_Tips NULL"
"ZREVRANGE_History","#define ZREVRANGE_History NULL"
"ZREVRANGE_Tips","#define ZREVRANGE_Tips NULL"
"ZREVRANGEBYLEX_History","#define ZREVRANGEBYLEX_History NULL"
"ZREVRANGEBYLEX_Tips","#define ZREVRANGEBYLEX_Tips NULL"
"ZREVRANGEBYSCORE_Tips","#define ZREVRANGEBYSCORE_Tips NULL"
"ZREVRANK_Tips","#define ZREVRANK_Tips NULL"
"ZSCAN_History","#define ZSCAN_History NULL"
"ZSCORE_History","#define ZSCORE_History NULL"
"ZSCORE_Tips","#define ZSCORE_Tips NULL"
"ZUNION_History","#define ZUNION_History NULL"
"ZUNION_Tips","#define ZUNION_Tips NULL"
"ZUNIONSTORE_History","#define ZUNIONSTORE_History NULL"
"ZUNIONSTORE_Tips","#define ZUNIONSTORE_Tips NULL"
"XACK_History","#define XACK_History NULL"
"XACK_Tips","#define XACK_Tips NULL"
"XACKDEL_History","#define XACKDEL_History NULL"
"XACKDEL_Tips","#define XACKDEL_Tips NULL"
"XCLAIM_History","#define XCLAIM_History NULL"
"__DISABLE_GENERAL_REGS_ONLY__","#define __DISABLE_GENERAL_REGS_ONLY__ "
"__DISABLE_PTWRITE__","#define __DISABLE_PTWRITE__ "
"__DISABLE_RDRND__","#define __DISABLE_RDRND__ "
"__DISABLE_FSGSBASE__","#define __DISABLE_FSGSBASE__ "
"XDEL_History","#define XDEL_History NULL"
"XDEL_Tips","#define XDEL_Tips NULL"
"__DISABLE_RDPID__","#define __DISABLE_RDPID__ "
"XDELEX_History","#define XDELEX_History NULL"
"XDELEX_Tips","#define XDELEX_Tips NULL"
"XGROUP_History","#define XGROUP_History NULL"
"XGROUP_Tips","#define XGROUP_Tips NULL"
"XGROUP_Keyspecs","#define XGROUP_Keyspecs NULL"
"XINFO_History","#define XINFO_History NULL"
"XINFO_Tips","#define XINFO_Tips NULL"
"XINFO_Keyspecs","#define XINFO_Keyspecs NULL"
"XLEN_History","#define XLEN_History NULL"
"XLEN_Tips","#define XLEN_Tips NULL"
"XRANGE_Tips","#define XRANGE_Tips NULL"
"XREAD_History","#define XREAD_History NULL"
"XREAD_Tips","#define XREAD_Tips NULL"
"XREADGROUP_History","#define XREADGROUP_History NULL"
"XREADGROUP_Tips","#define XREADGROUP_Tips NULL"
"XREVRANGE_Tips","#define XREVRANGE_Tips NULL"
"XSETID_Tips","#define XSETID_Tips NULL"
"APPEND_History","#define APPEND_History NULL"
"APPEND_Tips","#define APPEND_Tips NULL"
"DECR_History","#define DECR_History NULL"
"DECR_Tips","#define DECR_Tips NULL"
"DECRBY_History","#define DECRBY_History NULL"
"DECRBY_Tips","#define DECRBY_Tips NULL"
"DELEX_History","#define DELEX_History NULL"
"DELEX_Tips","#define DELEX_Tips NULL"
"DIGEST_History","#define DIGEST_History NULL"
"DIGEST_Tips","#define DIGEST_Tips NULL"
"GET_History","#define GET_History NULL"
"GET_Tips","#define GET_Tips NULL"
"GETDEL_History","#define GETDEL_History NULL"
"GETDEL_Tips","#define GETDEL_Tips NULL"
"sdsupdatelen","#define sdsupdatelen hi_sdsupdatelen"
"sdsull2str","#define sdsull2str hi_sdsull2str"
"GETEX_History","#define GETEX_History NULL"
"sdstrim","#define sdstrim hi_sdstrim"
"GETEX_Tips","#define GETEX_Tips NULL"
"sdstoupper","#define sdstoupper hi_sdstoupper"
"sdstolower","#define sdstolower hi_sdstolower"
"sdssplitlen","#define sdssplitlen hi_sdssplitlen"
"sdssplitargs","#define sdssplitargs hi_sdssplitargs"
"sdsRemoveFreeSpace","#define sdsRemoveFreeSpace hi_sdsRemoveFreeSpace"
"GETRANGE_History","#define GETRANGE_History NULL"
"GETRANGE_Tips","#define GETRANGE_Tips NULL"
"sds_realloc","#define sds_realloc hi_sds_realloc"
"sdsrange","#define sdsrange hi_sdsrange"
"sdsnewlen","#define sdsnewlen hi_sdsnewlen"
"sdsnew","#define sdsnew hi_sdsnew"
"GETSET_History","#define GETSET_History NULL"
"sdsmapchars","#define sdsmapchars hi_sdsmapchars"
"GETSET_Tips","#define GETSET_Tips NULL"
"sds_malloc","#define sds_malloc hi_sds_malloc"
"sdsMakeRoomFor","#define sdsMakeRoomFor hi_sdsMakeRoomFor"
"sdsll2str","#define sdsll2str hi_sdsll2str"
"sdsjoinsds","#define sdsjoinsds hi_sdsjoinsds"
"sdsjoin","#define sdsjoin hi_sdsjoin"
"INCR_History","#define INCR_History NULL"
"sdsIncrLen","#define sdsIncrLen hi_sdsIncrLen"
"INCR_Tips","#define INCR_Tips NULL"
"sdsgrowzero","#define sdsgrowzero hi_sdsgrowzero"
"sdsfromlonglong","#define sdsfromlonglong hi_sdsfromlonglong"
"sdsfreesplitres","#define sdsfreesplitres hi_sdsfreesplitres"
"sdsfree","#define sdsfree hi_sdsfree"
"INCRBY_History","#define INCRBY_History NULL"
"sds_free","#define sds_free hi_sds_free"
"INCRBY_Tips","#define INCRBY_Tips NULL"
"sdsempty","#define sdsempty hi_sdsempty"
"sdsdup","#define sdsdup hi_sdsdup"
"sdscpylen","#define sdscpylen hi_sdscpylen"
"sdscpy","#define sdscpy hi_sdscpy"
"INCRBYFLOAT_History","#define INCRBYFLOAT_History NULL"
"sdscmp","#define sdscmp hi_sdscmp"
"INCRBYFLOAT_Tips","#define INCRBYFLOAT_Tips NULL"
"sdsclear","#define sdsclear hi_sdsclear"
"sdscatvprintf","#define sdscatvprintf hi_sdscatvprintf"
"sdscatsds","#define sdscatsds hi_sdscatsds"
"sdscatrepr","#define sdscatrepr hi_sdscatrepr"
"sdscatprintf","#define sdscatprintf hi_sdscatprintf"
"sdscatlen","#define sdscatlen hi_sdscatlen"
"LCS_History","#define LCS_History NULL"
"LCS_Tips","#define LCS_Tips NULL"
"sdscatfmt","#define sdscatfmt hi_sdscatfmt"
"sdscat","#define sdscat hi_sdscat"
"sdsAllocSize","#define sdsAllocSize hi_sdsAllocSize"
"sdsAllocPtr","#define sdsAllocPtr hi_sdsAllocPtr"
"sdssetalloc","#define sdssetalloc hi_sdssetalloc"
"MGET_History","#define MGET_History NULL"
"sdsalloc","#define sdsalloc hi_sdsalloc"
"sdsinclen","#define sdsinclen hi_sdsinclen"
"sdssetlen","#define sdssetlen hi_sdssetlen"
"sdsavail","#define sdsavail hi_sdsavail"
"sdslen","#define sdslen hi_sdslen"
"sds","#define sds hisds"
"MSET_History","#define MSET_History NULL"
"HIREDIS_SDS_COMPAT","#define HIREDIS_SDS_COMPAT "
"MSETEX_History","#define MSETEX_History NULL"
"MSETNX_History","#define MSETNX_History NULL"
"MSETNX_Tips","#define MSETNX_Tips NULL"
"PSETEX_History","#define PSETEX_History NULL"
"PSETEX_Tips","#define PSETEX_Tips NULL"
"SET_Tips","#define SET_Tips NULL"
"SETEX_History","#define SETEX_History NULL"
"SETEX_Tips","#define SETEX_Tips NULL"
"SETNX_History","#define SETNX_History NULL"
"SETNX_Tips","#define SETNX_Tips NULL"
"SETRANGE_History","#define SETRANGE_History NULL"
"SETRANGE_Tips","#define SETRANGE_Tips NULL"
"STRLEN_History","#define STRLEN_History NULL"
"STRLEN_Tips","#define STRLEN_Tips NULL"
"SUBSTR_History","#define SUBSTR_History NULL"
"SUBSTR_Tips","#define SUBSTR_Tips NULL"
"DISCARD_History","#define DISCARD_History NULL"
"DISCARD_Tips","#define DISCARD_Tips NULL"
"DISCARD_Keyspecs","#define DISCARD_Keyspecs NULL"
"__CLICOMMON_H","#define __CLICOMMON_H "
"EXEC_History","#define EXEC_History NULL"
"EXEC_Tips","#define EXEC_Tips NULL"
"EXEC_Keyspecs","#define EXEC_Keyspecs NULL"
"MULTI_History","#define MULTI_History NULL"
"MULTI_Tips","#define MULTI_Tips NULL"
"MULTI_Keyspecs","#define MULTI_Keyspecs NULL"
"UNWATCH_History","#define UNWATCH_History NULL"
"UNWATCH_Tips","#define UNWATCH_Tips NULL"
"UNWATCH_Keyspecs","#define UNWATCH_Keyspecs NULL"
"WATCH_History","#define WATCH_History NULL"
"WATCH_Tips","#define WATCH_Tips NULL"
"setbit","#define setbit(a,i) ((a)[(i)/NBBY] |= 1<<((i)%NBBY))"
"REDIS_VERSION","#define REDIS_VERSION ""255.255.255"""
"CLUSTER_MODULE_FLAG_NO_REDIRECTION","#define CLUSTER_MODULE_FLAG_NO_REDIRECTION (1<<2)"
"CLUSTER_SLOTS","#define CLUSTER_SLOTS (1<<CLUSTER_SLOT_MASK_BITS)"
"CLUSTER_SLOTS","#define CLUSTER_SLOTS 16384"
"CLIENT_READONLY","#define CLIENT_READONLY (1<<17)"
"EMPTYDB_NO_FLAGS","#define EMPTYDB_NO_FLAGS 0"
"EMPTYDB_ASYNC","#define EMPTYDB_ASYNC (1<<0)"
"FLUSH_TYPE_SLOTS","#define FLUSH_TYPE_SLOTS 2"
"NOTIFY_GENERIC","#define NOTIFY_GENERIC (1<<2)"
"CLIENT_ASKING","#define CLIENT_ASKING (1<<9)"
"CLUSTER_NAMELEN","#define CLUSTER_NAMELEN 40"
"CLUSTER_REDIR_DOWN_STATE","#define CLUSTER_REDIR_DOWN_STATE 5"
"CLUSTER_REDIR_DOWN_UNBOUND","#define CLUSTER_REDIR_DOWN_UNBOUND 6"
"CLUSTER_REDIR_MOVED","#define CLUSTER_REDIR_MOVED 4"
"CLUSTER_REDIR_CROSS_SLOT","#define CLUSTER_REDIR_CROSS_SLOT 1"
"CLUSTER_REDIR_UNSTABLE","#define CLUSTER_REDIR_UNSTABLE 2"
"CLUSTER_REDIR_DOWN_RO_STATE","#define CLUSTER_REDIR_DOWN_RO_STATE 7"
"CLUSTER_REDIR_ASK","#define CLUSTER_REDIR_ASK 3"
"CLUSTER_REDIR_NONE","#define CLUSTER_REDIR_NONE 0"
"INVALID_CLUSTER_SLOT","#define INVALID_CLUSTER_SLOT (-1)"
"LOOKUP_NOTOUCH","#define LOOKUP_NOTOUCH (1<<0)"
"LOOKUP_NOSTATS","#define LOOKUP_NOSTATS (1<<2)"
"LOOKUP_NONOTIFY","#define LOOKUP_NONOTIFY (1<<1)"
"LOOKUP_NOEXPIRE","#define LOOKUP_NOEXPIRE (1<<4)"
"CLIENT_READ_CROSS_SLOT","#define CLIENT_READ_CROSS_SLOT 16"
"CMD_ARG_MULTIPLE","#define CMD_ARG_MULTIPLE (1<<1)"
"CMD_ARG_NONE","#define CMD_ARG_NONE (0)"
"CMD_ASKING","#define CMD_ASKING (1ULL<<13)"
"CMD_ARG_OPTIONAL","#define CMD_ARG_OPTIONAL (1<<0)"
"CLUSTER_CROSSSLOT","#define CLUSTER_CROSSSLOT (-2)"
"IDX","#define IDX(h) ((( h >> (3*8 - HLOG)) - h*5) & (HSIZE - 1))"
"XINFO_GROUPS_Tips","#define XINFO_GROUPS_Tips NULL"
"XINFO_HELP_History","#define XINFO_HELP_History NULL"
"XINFO_HELP_Tips","#define XINFO_HELP_Tips NULL"
"XINFO_HELP_Keyspecs","#define XINFO_HELP_Keyspecs NULL"
"XINFO_STREAM_Tips","#define XINFO_STREAM_Tips NULL"
"MIGRATE_SOCKET_CACHE_TTL","#define MIGRATE_SOCKET_CACHE_TTL 10"
"MAX_KEYSIZES_BINS","#define MAX_KEYSIZES_BINS 60"
"MAX_KEYSIZES_TYPES","#define MAX_KEYSIZES_TYPES 5"
"MIGRATE_SOCKET_CACHE_ITEMS","#define MIGRATE_SOCKET_CACHE_ITEMS 64"
"XGROUP_CREATE_Tips","#define XGROUP_CREATE_Tips NULL"
"XGROUP_CREATECONSUMER_History","#define XGROUP_CREATECONSUMER_History NULL"
"XGROUP_CREATECONSUMER_Tips","#define XGROUP_CREATECONSUMER_Tips NULL"
"XGROUP_DELCONSUMER_History","#define XGROUP_DELCONSUMER_History NULL"
"XGROUP_DELCONSUMER_Tips","#define XGROUP_DELCONSUMER_Tips NULL"
"XGROUP_DESTROY_History","#define XGROUP_DESTROY_History NULL"
"XGROUP_DESTROY_Tips","#define XGROUP_DESTROY_Tips NULL"
"XGROUP_HELP_History","#define XGROUP_HELP_History NULL"
"XGROUP_HELP_Tips","#define XGROUP_HELP_Tips NULL"
"XGROUP_HELP_Keyspecs","#define XGROUP_HELP_Keyspecs NULL"
"XGROUP_SETID_Tips","#define XGROUP_SETID_Tips NULL"
"CONFIG_OOM_COUNT","#define CONFIG_OOM_COUNT 3"
"NOTIFY_OVERWRITTEN","#define NOTIFY_OVERWRITTEN (1<<15)"
"NOTIFY_TYPE_CHANGED","#define NOTIFY_TYPE_CHANGED (1<<16)"
"CONFIG_RUN_ID_SIZE","#define CONFIG_RUN_ID_SIZE 40"
"RDB_VERSION","#define RDB_VERSION 12"
"CLIENT_TYPE_OBUF_COUNT","#define CLIENT_TYPE_OBUF_COUNT 3"
"STATS_METRIC_COUNT","#define STATS_METRIC_COUNT 7"
"IO_THREADS_MAX_NUM","#define IO_THREADS_MAX_NUM 128"
"CLIENT_TYPE_COUNT","#define CLIENT_TYPE_COUNT 4"
"CONN_TYPE_MAX","#define CONN_TYPE_MAX 8"
"CONFIG_BINDADDR_MAX","#define CONFIG_BINDADDR_MAX 16"
"STATS_METRIC_SAMPLES","#define STATS_METRIC_SAMPLES 16"
"OBJ_SHARED_BULKHDR_LEN","#define OBJ_SHARED_BULKHDR_LEN 32"
"OBJ_SHARED_INTEGERS","#define OBJ_SHARED_INTEGERS 10000"
"PROTO_SHARED_SELECT_CMDS","#define PROTO_SHARED_SELECT_CMDS 10"
"MAX_KEYS_BUFFER","#define MAX_KEYS_BUFFER 6"
"EVICT_FAIL","#define EVICT_FAIL 2"
"EVICT_RUNNING","#define EVICT_RUNNING 1"
"EVICT_OK","#define EVICT_OK 0"
"LFU_INIT_VAL","#define LFU_INIT_VAL 5"
"LUA_CMD_OBJCACHE_MAX_LEN","#define LUA_CMD_OBJCACHE_MAX_LEN 64"
"LUA_CMD_OBJCACHE_SIZE","#define LUA_CMD_OBJCACHE_SIZE 32"
"GET_KEYSPEC_RETURN_PARTIAL","#define GET_KEYSPEC_RETURN_PARTIAL (1<<1)"
"GET_KEYSPEC_INCLUDE_NOT_KEYS","#define GET_KEYSPEC_INCLUDE_NOT_KEYS (1<<0)"
"EMPTYDB_NOFUNCTIONS","#define EMPTYDB_NOFUNCTIONS (1<<1)"
"FLUSH_TYPE_DB","#define FLUSH_TYPE_DB 1"
"FLUSH_TYPE_ALL","#define FLUSH_TYPE_ALL 0"
"SETKEY_DOESNT_EXIST","#define SETKEY_DOESNT_EXIST 8"
"SETKEY_ALREADY_EXIST","#define SETKEY_ALREADY_EXIST 4"
"SETKEY_NO_SIGNAL","#define SETKEY_NO_SIGNAL 2"
"SETKEY_KEEPTTL","#define SETKEY_KEEPTTL 1"
"LOOKUP_ACCESS_EXPIRED","#define LOOKUP_ACCESS_EXPIRED (1<<5)"
"LOOKUP_WRITE","#define LOOKUP_WRITE (1<<3)"
"LOOKUP_NONE","#define LOOKUP_NONE 0"
"OCTAL_CONFIG","#define OCTAL_CONFIG (1<<2)"
"PERCENT_CONFIG","#define PERCENT_CONFIG (1<<1)"
"MEMORY_CONFIG","#define MEMORY_CONFIG (1<<0)"
"INTEGER_CONFIG","#define INTEGER_CONFIG 0"
"VOLATILE_CONFIG","#define VOLATILE_CONFIG (1ULL<<9)"
"MODULE_CONFIG","#define MODULE_CONFIG (1ULL<<8)"
"ALIAS_CONFIG","#define ALIAS_CONFIG (1ULL<<7)"
"DENY_LOADING_CONFIG","#define DENY_LOADING_CONFIG (1ULL<<6)"
"PROTECTED_CONFIG","#define PROTECTED_CONFIG (1ULL<<5)"
"HIDDEN_CONFIG","#define HIDDEN_CONFIG (1ULL<<4)"
"MULTI_ARG_CONFIG","#define MULTI_ARG_CONFIG (1ULL<<3)"
"DEBUG_CONFIG","#define DEBUG_CONFIG (1ULL<<2)"
"SENSITIVE_CONFIG","#define SENSITIVE_CONFIG (1ULL<<1)"
"IMMUTABLE_CONFIG","#define IMMUTABLE_CONFIG (1ULL<<0)"
"MODIFIABLE_CONFIG","#define MODIFIABLE_CONFIG 0"
"HFE_LAZY_NO_UPDATE_ALLOCSIZES","#define HFE_LAZY_NO_UPDATE_ALLOCSIZES (1<<6)"
"HFE_LAZY_NO_UPDATE_KEYSIZES","#define HFE_LAZY_NO_UPDATE_KEYSIZES (1<<5)"
"HFE_LAZY_ACCESS_EXPIRED","#define HFE_LAZY_ACCESS_EXPIRED (1<<4)"
"HFE_LAZY_NO_SIGNAL","#define HFE_LAZY_NO_SIGNAL (1<<3)"
"HFE_LAZY_NO_NOTIFICATION","#define HFE_LAZY_NO_NOTIFICATION (1<<2)"
"HFE_LAZY_AVOID_HASH_DEL","#define HFE_LAZY_AVOID_HASH_DEL (1<<1)"
"HFE_LAZY_AVOID_FIELD_DEL","#define HFE_LAZY_AVOID_FIELD_DEL (1<<0)"
"HFE_LAZY_EXPIRE","#define HFE_LAZY_EXPIRE (0)"
"HASH_SET_COPY","#define HASH_SET_COPY 0"
"HASH_SET_TAKE_VALUE","#define HASH_SET_TAKE_VALUE (1<<1)"
"HASH_SET_TAKE_FIELD","#define HASH_SET_TAKE_FIELD (1<<0)"
"RESTART_SERVER_CONFIG_REWRITE","#define RESTART_SERVER_CONFIG_REWRITE (1<<1)"
"RESTART_SERVER_GRACEFULLY","#define RESTART_SERVER_GRACEFULLY (1<<0)"
"RESTART_SERVER_NONE","#define RESTART_SERVER_NONE 0"
"ERROR_COMMAND_FAILED","#define ERROR_COMMAND_FAILED (1<<1)"
"ERROR_COMMAND_REJECTED","#define ERROR_COMMAND_REJECTED (1<<0)"
"ZADD_OUT_UPDATED","#define ZADD_OUT_UPDATED (1<<3)"
"ZADD_OUT_ADDED","#define ZADD_OUT_ADDED (1<<2)"
"ZADD_OUT_NAN","#define ZADD_OUT_NAN (1<<1)"
"ZADD_OUT_NOP","#define ZADD_OUT_NOP (1<<0)"
"ZADD_IN_LT","#define ZADD_IN_LT (1<<4)"
"ZADD_IN_GT","#define ZADD_IN_GT (1<<3)"
"ZADD_IN_XX","#define ZADD_IN_XX (1<<2)"
"ZADD_IN_NX","#define ZADD_IN_NX (1<<1)"
"ZADD_IN_INCR","#define ZADD_IN_INCR (1<<0)"
"ZADD_IN_NONE","#define ZADD_IN_NONE 0"
"DISK_ERROR_TYPE_NONE","#define DISK_ERROR_TYPE_NONE 0"
"DISK_ERROR_TYPE_RDB","#define DISK_ERROR_TYPE_RDB 2"
"DISK_ERROR_TYPE_AOF","#define DISK_ERROR_TYPE_AOF 1"
"ERR_REPLY_FLAG_NO_STATS_UPDATE","#define ERR_REPLY_FLAG_NO_STATS_UPDATE (1ULL<<0)"
"GETKEYS_RESULT_INIT","#define GETKEYS_RESULT_INIT { 0, MAX_KEYS_BUFFER, {{0}}, NULL }"
"CHILD_TYPE_MODULE","#define CHILD_TYPE_MODULE 4"
"CHILD_TYPE_LDB","#define CHILD_TYPE_LDB 3"
"CHILD_TYPE_RDB","#define CHILD_TYPE_RDB 1"
"CHILD_TYPE_NONE","#define CHILD_TYPE_NONE 0"
"RDB_SAVE_INFO_INIT","#define RDB_SAVE_INFO_INIT {-1,0,""0000000000000000000000000000000000000000"",-1}"
"DEFERRED_OBJECT_TYPE_ROBJ","#define DEFERRED_OBJECT_TYPE_ROBJ 2"
"DEFERRED_OBJECT_TYPE_PENDING_COMMAND","#define DEFERRED_OBJECT_TYPE_PENDING_COMMAND 1"
"PENDING_COMMAND_POOL_MAX_SIZE","#define PENDING_COMMAND_POOL_MAX_SIZE 1024"
"PENDING_COMMAND_POOL_SIZE","#define PENDING_COMMAND_POOL_SIZE 16"
"OBJ_FIRST_SPECIAL_REFCOUNT","#define OBJ_FIRST_SPECIAL_REFCOUNT OBJ_STATIC_REFCOUNT"
"OBJ_STATIC_REFCOUNT","#define OBJ_STATIC_REFCOUNT ((1 << OBJ_REFCOUNT_BITS) - 2)"
"OBJ_SHARED_REFCOUNT","#define OBJ_SHARED_REFCOUNT ((1 << OBJ_REFCOUNT_BITS) - 1)"
"OBJ_REFCOUNT_BITS","#define OBJ_REFCOUNT_BITS 30"
"LRU_CLOCK_RESOLUTION","#define LRU_CLOCK_RESOLUTION 1000"
"LRU_CLOCK_MAX","#define LRU_CLOCK_MAX ((1<<LRU_BITS)-1)"
"LRU_BITS","#define LRU_BITS 24"
"OBJ_ENCODING_STREAM","#define OBJ_ENCODING_STREAM 10"
"OBJ_ENCODING_QUICKLIST","#define OBJ_ENCODING_QUICKLIST 9"
"OBJ_ENCODING_EMBSTR","#define OBJ_ENCODING_EMBSTR 8"
"OBJ_ENCODING_INTSET","#define OBJ_ENCODING_INTSET 6"
"OBJ_ENCODING_ZIPLIST","#define OBJ_ENCODING_ZIPLIST 5"
"MIN","#define MIN(a,b) (((a)<(b))?(a):(b))"
"MIN","#define MIN(a,b) ((a) < (b) ? (a) : (b))"
"OBJ_ENCODING_LINKEDLIST","#define OBJ_ENCODING_LINKEDLIST 4"
"OBJ_ENCODING_ZIPMAP","#define OBJ_ENCODING_ZIPMAP 3"
"OBJ_ENCODING_RAW","#define OBJ_ENCODING_RAW 0"
"REDISMODULE_TYPE_ENCVER_MASK","#define REDISMODULE_TYPE_ENCVER_MASK ((1<<REDISMODULE_TYPE_ENCVER_BITS)-1)"
"REDISMODULE_TYPE_ENCVER_BITS","#define REDISMODULE_TYPE_ENCVER_BITS 10"
"OBJ_TYPE_MAX","#define OBJ_TYPE_MAX 7"
"OBJ_TYPE_BASIC_MAX","#define OBJ_TYPE_BASIC_MAX 5"
"BUSY_MODULE_YIELD_CLIENTS","#define BUSY_MODULE_YIELD_CLIENTS (1<<1)"
"BUSY_MODULE_YIELD_EVENTS","#define BUSY_MODULE_YIELD_EVENTS (1<<0)"
"BUSY_MODULE_YIELD_NONE","#define BUSY_MODULE_YIELD_NONE (0)"
"LATENCY_HISTOGRAM_PRECISION","#define LATENCY_HISTOGRAM_PRECISION 2"
"LATENCY_HISTOGRAM_MAX_VALUE","#define LATENCY_HISTOGRAM_MAX_VALUE 1000000000L"
"LATENCY_HISTOGRAM_MIN_VALUE","#define LATENCY_HISTOGRAM_MIN_VALUE 1L"
"NOTIFY_ALL","#define NOTIFY_ALL (NOTIFY_GENERIC | NOTIFY_STRING | NOTIFY_LIST | NOTIFY_SET | NOTIFY_HASH | NOTIFY_ZSET | NOTIFY_EXPIRED | NOTIFY_EVICTED | NOTIFY_STREAM | NOTIFY_MODULE)"
"NOTIFY_KEY_TRIMMED","#define NOTIFY_KEY_TRIMMED (1<<17)"
"NOTIFY_NEW","#define NOTIFY_NEW (1<<14)"
"NOTIFY_MODULE","#define NOTIFY_MODULE (1<<13)"
"NOTIFY_LOADED","#define NOTIFY_LOADED (1<<12)"
"NOTIFY_KEY_MISS","#define NOTIFY_KEY_MISS (1<<11)"
"NOTIFY_STREAM","#define NOTIFY_STREAM (1<<10)"
"NOTIFY_EVICTED","#define NOTIFY_EVICTED (1<<9)"
"NOTIFY_EXPIRED","#define NOTIFY_EXPIRED (1<<8)"
"NOTIFY_ZSET","#define NOTIFY_ZSET (1<<7)"
"NOTIFY_HASH","#define NOTIFY_HASH (1<<6)"
"NOTIFY_SET","#define NOTIFY_SET (1<<5)"
"NOTIFY_LIST","#define NOTIFY_LIST (1<<4)"
"NOTIFY_STRING","#define NOTIFY_STRING (1<<3)"
"NOTIFY_KEYEVENT","#define NOTIFY_KEYEVENT (1<<1)"
"NOTIFY_KEYSPACE","#define NOTIFY_KEYSPACE (1<<0)"
"RDB_CHILD_TYPE_SOCKET","#define RDB_CHILD_TYPE_SOCKET 2"
"RDB_CHILD_TYPE_DISK","#define RDB_CHILD_TYPE_DISK 1"
"RDB_CHILD_TYPE_NONE","#define RDB_CHILD_TYPE_NONE 0"
"PAUSE_ACTIONS_CLIENT_ALL_SET","#define PAUSE_ACTIONS_CLIENT_ALL_SET (PAUSE_ACTION_CLIENT_ALL| PAUSE_ACTION_EXPIRE| PAUSE_ACTION_EVICT| PAUSE_ACTION_REPLICA)"
"PAUSE_ACTIONS_CLIENT_WRITE_SET","#define PAUSE_ACTIONS_CLIENT_WRITE_SET (PAUSE_ACTION_CLIENT_WRITE| PAUSE_ACTION_EXPIRE| PAUSE_ACTION_EVICT| PAUSE_ACTION_REPLICA)"
"PAUSE_ACTION_REPLICA","#define PAUSE_ACTION_REPLICA (1<<4)"
"PAUSE_ACTION_EVICT","#define PAUSE_ACTION_EVICT (1<<3)"
"PAUSE_ACTION_EXPIRE","#define PAUSE_ACTION_EXPIRE (1<<2)"
"PAUSE_ACTION_CLIENT_ALL","#define PAUSE_ACTION_CLIENT_ALL (1<<1)"
"PAUSE_ACTION_CLIENT_WRITE","#define PAUSE_ACTION_CLIENT_WRITE (1<<0)"
"PROPAGATE_REPL","#define PROPAGATE_REPL 2"
"PROPAGATE_AOF","#define PROPAGATE_AOF 1"
"PROPAGATE_NONE","#define PROPAGATE_NONE 0"
